#{"t_start": 1699569896.4503598, "env_id": "Pendulum-v1"}
r,l,t
-506.322672,200,205.086254
-630.451616,200,205.336699
-632.888847,200,211.250296
-608.30354,200,211.56033
-765.280329,200,211.815402
-385.538834,200,212.116033
-512.183669,200,212.372919
-401.56452,200,212.635116
-631.225495,200,212.870385
-383.836082,200,213.15243
-537.915479,200,213.43802
-765.196022,200,213.67564
-387.473097,200,218.803596
-253.692964,200,219.097961
-655.926821,200,219.358353
-503.937041,200,219.60198
-380.933227,200,219.834893
-385.217987,200,220.079606
-378.266031,200,220.307737
-254.405109,200,220.544859
-511.014015,200,220.781316
-130.63401,200,221.009648
-509.012117,200,226.22809
-127.902669,200,226.541656
-374.179275,200,226.816908
-378.498711,200,227.129244
-383.928923,200,227.407317
-249.314483,200,227.657066
-127.069684,200,227.928652
-457.383582,200,228.172442
-437.708694,200,228.417292
-256.760207,200,228.670021
-131.39652,200,234.45165
-128.81033,200,234.742872
-408.473058,200,234.994595
-528.168717,200,235.24918
-380.421603,200,235.491234
-125.147499,200,235.759254
-388.217077,200,236.016756
-129.990919,200,236.265091
-247.383853,200,236.519938
-129.06869,200,236.764639
-122.144512,200,237.011904
-465.806004,200,242.387849
-132.497784,200,242.638811
-259.690497,200,242.865882
-263.437081,200,243.10201
-3.222934,200,243.329717
-250.196892,200,243.562514
-127.455011,200,243.817454
-433.273716,200,244.057975
-123.783191,200,244.295875
-3.115458,200,244.524944
-267.199309,200,250.234606
-257.530416,200,250.586772
-127.924835,200,250.888525
-3.224423,200,251.183517
-5.981786,200,251.477371
-377.267891,200,251.77055
-255.034005,200,252.0125
-127.90677,200,252.269873
-379.433798,200,252.524557
-5.410473,200,252.770433
-256.001771,200,258.145847
-126.591557,200,258.427814
-127.911154,200,258.706615
-416.196967,200,258.998611
-386.362411,200,259.282113
-2.623737,200,259.530612
-127.759413,200,259.802074
-465.777301,200,260.047348
-3.451112,200,260.304922
-3.046266,200,260.552985
-129.648718,200,265.866203
-128.991696,200,266.133729
-256.743067,200,266.375877
-128.569195,200,266.611191
-2.501816,200,266.840419
-126.388632,200,267.069205
-122.330285,200,267.301527
-128.644515,200,267.528508
-130.353389,200,267.762892
-127.011195,200,267.994517
-126.785493,200,268.267369
-3.079616,200,274.304637
-125.018191,200,274.600944
-1.030017,200,274.862399
-475.082246,200,275.117988
-1.3296,200,275.40641
-238.16049,200,275.658731
-127.37593,200,275.89986
-126.318926,200,276.17906
-2.353135,200,276.414403
-1.189872,200,276.65317
-262.670645,200,281.695745
-1.331189,200,281.957022
-628.352557,200,282.200804
-343.064279,200,282.436538
-1.41417,200,282.690506
-250.211187,200,282.931244
-2.001349,200,283.161934
-383.979307,200,283.398093
-122.723572,200,283.629118
-505.249687,200,283.857328
-2.797028,200,289.002862
-252.973372,200,289.315468
-244.089867,200,289.589408
-126.234574,200,289.843553
-276.007736,200,290.162868
-1.510494,200,290.433023
-127.579949,200,290.732899
-242.875887,200,291.029852
-253.611153,200,291.333882
-245.673292,200,291.607559
-127.617645,200,297.349429
-375.465848,200,297.664754
-269.361393,200,297.939022
-245.99078,200,298.238209
-380.596018,200,298.537467
-380.991703,200,298.796097
-291.790584,200,299.044363
-1.325635,200,299.368997
-125.851201,200,299.646252
-1.725036,200,299.891723
-126.583829,200,300.130252
-263.876514,200,305.469371
-384.144006,200,305.765765
-2.430849,200,306.013701
-360.395036,200,306.274054
-123.273464,200,306.514592
-126.542165,200,306.760671
-120.152524,200,307.004884
-243.509588,200,307.244578
-338.615071,200,307.487542
-368.445878,200,307.735068
-123.752107,200,313.800052
-126.598591,200,314.136654
-122.788552,200,314.433878
-127.566519,200,314.703772
-245.166732,200,315.010216
-125.400826,200,315.271071
-123.760413,200,315.53078
-122.508079,200,315.812676
-121.648228,200,316.054492
-1.023926,200,316.299955
-123.870097,200,322.069273
-254.139966,200,322.352882
-240.126205,200,322.605061
-363.167196,200,322.835122
-515.8016,200,323.067627
-126.472152,200,323.308758
-0.716277,200,323.559643
-121.949439,200,323.828802
-122.836746,200,324.090394
-270.727484,200,324.3658
-125.04179,200,329.936918
-128.156414,200,330.262097
-298.704309,200,330.682595
-1.83529,200,330.976924
-283.711848,200,331.234044
-124.969616,200,331.483636
-244.441316,200,331.723514
-379.342553,200,332.001476
-127.926747,200,332.276949
-362.512838,200,332.527432
-125.922201,200,332.766104
-251.122708,200,338.340381
-126.785349,200,338.688563
-130.692102,200,339.007716
-124.587717,200,339.304389
-129.99493,200,339.598957
-121.232855,200,339.882346
-127.113539,200,340.139407
-258.71146,200,340.399071
-0.689649,200,340.652009
-258.10468,200,340.937461
-123.629557,200,346.506861
-122.32038,200,346.785146
-130.319778,200,347.03418
-128.41974,200,347.290479
-126.64973,200,347.57404
-127.232906,200,347.799669
-118.512709,200,348.058759
-129.640621,200,348.286559
-125.591025,200,348.530849
-120.128155,200,348.758654
-2.880968,200,354.883394
-136.984086,200,355.144224
-126.425732,200,355.381871
-127.526225,200,355.639181
-1.432296,200,355.890416
-1.742456,200,356.201762
-119.887297,200,356.44919
-126.533089,200,356.698183
-127.520888,200,356.945152
-126.22898,200,357.180542
-130.633713,200,362.465798
-123.57027,200,362.744788
-355.247318,200,363.00996
-1.207621,200,363.265396
-248.06193,200,363.498953
-119.653256,200,363.735092
-121.985656,200,363.983513
-125.869259,200,364.254464
-123.330818,200,364.542413
-127.965574,200,364.772824
-123.056929,200,365.00456
-127.244347,200,370.270666
-126.198981,200,370.572463
-127.948084,200,370.845186
-242.589229,200,371.089427
-261.565713,200,371.352584
-1.392871,200,371.601628
-128.719428,200,371.85938
-1.678433,200,372.107641
-240.28881,200,372.349468
-269.2074,200,372.601877
-1.665637,200,378.575521
-242.133928,200,378.852043
-127.613189,200,379.134891
-125.570232,200,379.370279
-122.424371,200,379.617541
-128.000914,200,379.866112
-126.918607,200,380.099258
-122.607024,200,380.347975
-126.994709,200,380.639451
-0.726266,200,380.889526
-128.885574,200,386.723737
-231.616482,200,387.015025
-4.715703,200,387.256552
-0.834981,200,387.495608
-0.542782,200,387.73454
-394.944025,200,387.967583
-338.307529,200,388.193343
-293.802379,200,388.492826
-123.555658,200,388.721279
-124.959935,200,388.960762
-240.19868,200,395.185246
-251.939814,200,395.496244
-258.306385,200,395.775232
-1.247837,200,396.056284
-254.831794,200,396.302162
-119.217429,200,396.550474
-236.597493,200,396.798557
-335.787387,200,397.065705
-131.529243,200,397.308914
-127.401527,200,397.545385
-127.64379,200,397.777601
-124.247853,200,403.091861
-247.283636,200,403.369147
-116.932336,200,403.628619
-1.062161,200,403.872578
-121.203531,200,404.114774
-249.780475,200,404.358185
-3.187904,200,404.634252
-125.314027,200,404.896676
-2.251956,200,405.153491
-0.603013,200,405.392058
-127.476949,200,410.606272
-131.0518,200,410.91696
-128.212094,200,411.172191
-126.651503,200,411.442688
-241.875072,200,411.721403
-276.455251,200,411.989161
-0.960217,200,412.258489
-249.50936,200,412.50487
-1.139071,200,412.776538
-117.86929,200,413.071957
-126.163438,200,418.720841
-125.498666,200,419.032676
-126.629673,200,419.286998
-250.013431,200,419.535596
-124.420664,200,419.856836
-253.199276,200,420.199451
-122.066394,200,420.513319
-250.309802,200,420.757746
-128.093454,200,421.067278
-318.362862,200,421.383162
-126.48754,200,427.382858
-278.925845,200,427.712176
-126.709323,200,427.97238
-253.809537,200,428.225154
-123.508159,200,428.50346
-121.797008,200,428.78126
-246.495563,200,429.085617
-255.926751,200,429.344409
-128.670399,200,429.602001
-126.118588,200,429.862583
-248.199109,200,436.048637
-0.634125,200,436.330799
-128.554352,200,436.61385
-0.837162,200,436.889966
-0.796104,200,437.199087
-130.141384,200,437.450429
-126.437878,200,437.700047
-127.100477,200,437.957555
-126.112622,200,438.267151
-0.646222,200,438.540012
-249.641392,200,438.803458
-335.274241,200,444.954548
-126.608053,200,445.263888
-121.7672,200,445.533336
-122.173474,200,445.780486
-244.979323,200,446.02856
-242.587488,200,446.306223
-1.609158,200,446.613981
-235.750689,200,446.928102
-247.048827,200,447.215746
-127.125599,200,447.500917
-248.889006,200,453.331844
-252.76169,200,453.665604
-248.38757,200,454.009091
-237.244155,200,454.338019
-118.857,200,454.658437
-125.136542,200,454.927542
-255.63074,200,455.180682
-241.627045,200,455.454074
-121.54154,200,455.72115
-125.514576,200,455.973394
-266.921806,200,462.192805
-0.628447,200,462.506132
-123.056481,200,462.837438
-125.776635,200,463.140725
-243.899169,200,463.430269
-120.016397,200,463.686162
-259.276775,200,463.945091
-3.089552,200,464.177224
-234.535708,200,464.408958
-239.266015,200,464.645874
-128.673488,200,470.00759
-237.22093,200,470.315491
-127.82857,200,470.600328
-125.117913,200,470.847827
-123.718329,200,471.107393
-126.21235,200,471.355515
-122.209427,200,471.606584
-253.663522,200,471.857564
-122.640638,200,472.104841
-276.590017,200,472.353709
-126.03174,200,472.615072
-345.738177,200,478.980026
-274.056849,200,479.287549
-123.675422,200,479.606588
-124.825087,200,479.85102
-379.22437,200,480.103928
-126.953493,200,480.340628
-238.288761,200,480.596324
-123.610263,200,480.833617
-116.881588,200,481.072805
-120.328753,200,481.303227
-128.294954,200,486.774246
-122.625465,200,487.06015
-0.465579,200,487.347647
-243.46609,200,487.65214
-124.20056,200,487.943657
-125.497855,200,488.216452
-252.743358,200,488.473378
-0.616784,200,488.712661
-127.586143,200,488.968507
-120.020182,200,489.209
-123.985961,200,495.077884
-242.866175,200,495.389788
-246.20455,200,495.685804
-126.163192,200,495.962512
-342.233032,200,496.252957
-123.680608,200,496.570136
-301.041654,200,496.906772
-125.697297,200,497.198524
-247.694721,200,497.459406
-256.581197,200,497.766992
