#{"t_start": 1699569896.4467063, "env_id": "Pendulum-v1"}
r,l,t
-128.019346,200,266.614367
-124.641664,200,266.843595
-128.31229,200,267.072382
-1.696102,200,267.304697
-361.083232,200,267.531691
-2.272322,200,267.766063
-240.609557,200,267.997663
-1.782524,200,268.270479
-127.003872,200,274.307772
-120.424671,200,274.603993
-243.065407,200,274.865547
-269.644377,200,275.121106
-244.064409,200,275.409514
-262.096022,200,275.661896
-247.419599,200,275.902999
-372.686354,200,276.182239
-125.336377,200,276.417586
-124.851185,200,276.656339
-257.311826,200,281.698915
-127.425452,200,281.960172
-125.113873,200,282.203964
-122.994005,200,282.43969
-251.532412,200,282.693654
-128.242966,200,282.934408
-124.77321,200,283.165071
-1.56663,200,283.401226
-119.419006,200,283.632279
-5.131107,200,283.860489
-123.164869,200,289.00588
-128.782326,200,289.318567
-125.04382,200,289.592291
-131.857958,200,289.846408
-420.388866,200,290.1658
-123.990135,200,290.436154
-126.316185,200,290.736005
-357.342824,200,291.032807
-263.621026,200,291.336707
-3.6482,200,291.61042
-242.267388,200,297.352026
-247.559777,200,297.667678
-126.176862,200,297.942162
-122.167235,200,298.241254
-127.699192,200,298.540539
-2.063581,200,298.799221
-116.607679,200,299.04753
-261.153175,200,299.3719
-124.474904,200,299.649377
-126.076156,200,299.894871
-122.37851,200,300.133406
-126.866366,200,305.472507
-127.288494,200,305.768891
-353.739285,200,306.016818
-127.815487,200,306.277198
-120.63938,200,306.517534
-261.355173,200,306.763831
-124.094773,200,307.008013
-129.140069,200,307.247694
-269.377844,200,307.490667
-253.002763,200,307.738209
-126.701414,200,313.803078
-122.518409,200,314.139573
-243.598211,200,314.436982
-131.237079,200,314.706609
-0.998787,200,315.013347
-122.555196,200,315.274162
-124.679171,200,315.533779
-127.323799,200,315.815842
-124.340683,200,316.05765
-256.20724,200,316.302948
-124.591172,200,322.072376
-122.202422,200,322.355846
-127.431274,200,322.608238
-123.914394,200,322.838287
-261.309709,200,323.070765
-1.545482,200,323.311915
-259.064804,200,323.562633
-128.781538,200,323.831845
-124.634925,200,324.09347
-126.973273,200,324.368891
-125.489041,200,329.939957
-0.621994,200,330.264798
-269.955815,200,330.685472
-353.010658,200,330.980036
-2.363783,200,331.237159
-4.732647,200,331.486799
-317.375068,200,331.726683
-123.65045,200,332.004577
-395.40156,200,332.280049
-131.080852,200,332.53058
-243.849362,200,332.769253
-263.871384,200,338.34342
-240.294117,200,338.691492
-129.159838,200,339.010793
-125.394363,200,339.307436
-123.885473,200,339.602017
-129.449885,200,339.885344
-124.036502,200,340.142554
-4.365508,200,340.402202
-279.088748,200,340.655157
-249.258799,200,340.940541
-257.479196,200,346.509957
-122.647254,200,346.788103
-129.841011,200,347.037348
-251.258988,200,347.293506
-125.807336,200,347.577215
-122.047243,200,347.802855
-329.038916,200,348.061925
-304.135481,200,348.289744
-246.514098,200,348.534017
-237.086431,200,348.761804
-126.775702,200,354.886551
-121.304505,200,355.147383
-252.132227,200,355.385045
-3.653118,200,355.64233
-130.014451,200,355.893373
-122.31403,200,356.204911
-120.729452,200,356.452265
-125.267737,200,356.701158
-254.379731,200,356.948321
-118.683155,200,357.183727
-120.852917,200,362.468943
-123.046159,200,362.747671
-238.162237,200,363.013069
-125.099195,200,363.268526
-234.013426,200,363.502129
-1.257599,200,363.738231
-126.367887,200,363.986675
-127.518825,200,364.257601
-125.545672,200,364.545579
-251.019758,200,364.775995
-122.975936,200,365.007725
-126.369568,200,370.273829
-238.306938,200,370.575502
-121.604022,200,370.848338
-127.68597,200,371.092569
-124.892709,200,371.355743
-239.971708,200,371.604774
-0.706342,200,371.862464
-295.029994,200,372.110809
-129.85905,200,372.352621
-1.364941,200,372.605033
-122.717995,200,378.578666
-121.693862,200,378.855032
-129.006157,200,379.138043
-261.137631,200,379.373416
-123.898236,200,379.62066
-267.513103,200,379.869246
-341.403029,200,380.102409
-127.379684,200,380.351095
-240.351896,200,380.642427
-304.132805,200,380.892623
-239.892337,200,386.726801
-123.168731,200,387.018185
-125.520015,200,387.259721
-123.949191,200,387.498732
-242.081743,200,387.737701
-273.980506,200,387.97076
-238.273275,200,388.196463
-128.13293,200,388.495939
-2.124786,200,388.724279
-121.255727,200,388.963918
-1.051282,200,395.188225
-127.422752,200,395.499394
-0.807681,200,395.778137
-2.086498,200,396.059271
-267.13549,200,396.305316
-240.515849,200,396.553641
-122.494118,200,396.801708
-274.989465,200,397.068868
-232.936223,200,397.312063
-125.897108,200,397.548561
-120.822464,200,397.780764
-128.103873,200,403.094997
-252.647846,200,403.37231
-127.227042,200,403.631785
-263.516178,200,403.875721
-132.831231,200,404.117888
-121.862577,200,404.361289
-0.71976,200,404.637402
-125.561099,200,404.899755
-2.597801,200,405.156648
-123.069584,200,405.395208
-133.274464,200,410.609426
-333.340978,200,410.920094
-126.257635,200,411.17536
-126.627391,200,411.445744
-375.894478,200,411.724561
-132.574339,200,411.992289
-247.695091,200,412.261624
-119.267377,200,412.508021
-352.397339,200,412.779462
-240.485579,200,413.07511
-121.235204,200,418.723994
-2.209759,200,419.035717
-243.719306,200,419.289879
-128.769717,200,419.53859
-257.996032,200,419.859938
-126.135999,200,420.202565
-254.640903,200,420.516398
-241.837787,200,420.760864
-1.091374,200,421.070075
-243.157311,200,421.386208
-128.201023,200,427.385904
-0.852576,200,427.715184
-245.130601,200,427.975558
-124.133625,200,428.228142
-125.522702,200,428.506544
-238.463253,200,428.784365
-126.273634,200,429.088743
-128.85906,200,429.347552
-1.988397,200,429.60514
-126.40722,200,429.865756
-120.082649,200,436.05177
-0.563146,200,436.333832
-368.185737,200,436.616973
-234.370082,200,436.892939
-124.045162,200,437.202177
-237.934395,200,437.453552
-242.221839,200,437.703196
-123.38496,200,437.960656
-246.773188,200,438.270259
-120.718048,200,438.543149
-119.994044,200,438.806534
-259.755116,200,444.957708
-124.661993,200,445.266914
-121.73143,200,445.536363
-125.566302,200,445.783359
-1.181121,200,446.031604
-123.139669,200,446.309231
-127.525577,200,446.616951
-251.723447,200,446.931049
-119.645939,200,447.218846
-125.054158,200,447.504061
-361.88212,200,453.334938
-286.1038,200,453.668741
-123.262897,200,454.011949
-123.951241,200,454.341091
-125.582277,200,454.661576
-124.948941,200,454.930635
-305.613789,200,455.183769
-122.262271,200,455.4568
-126.691242,200,455.724304
-1.183124,200,455.976548
-398.989378,200,462.195756
-267.843835,200,462.509237
-123.477511,200,462.840237
-127.671586,200,463.143752
-127.536916,200,463.433147
-127.483231,200,463.689297
-238.115488,200,463.948247
-123.2774,200,464.180374
-122.487285,200,464.41212
-122.236478,200,464.648954
-129.45179,200,470.010525
-125.124519,200,470.318591
-392.672871,200,470.603458
-237.597814,200,470.850877
-240.772758,200,471.110545
-119.269946,200,471.358687
-242.017931,200,471.609461
-263.994412,200,471.86065
-1.057323,200,472.108007
-120.046438,200,472.356861
-127.449008,200,472.617946
-125.866972,200,478.983091
-247.736415,200,479.290711
-121.287737,200,479.609747
-126.975162,200,479.854138
-123.504091,200,480.107064
-0.472336,200,480.343757
-118.825506,200,480.599474
-127.044861,200,480.836792
-1.027302,200,481.075915
-127.528721,200,481.306398
-122.235894,200,486.777302
-260.055463,200,487.063144
-0.557417,200,487.350541
-125.584943,200,487.655277
-123.664298,200,487.946769
-124.566473,200,488.219539
-129.829797,200,488.476531
-245.40165,200,488.715829
-123.931733,200,488.971571
-276.263468,200,489.211938
-0.570091,200,495.080879
-348.104757,200,495.392827
-124.736686,200,495.688887
-125.311671,200,495.965465
-118.093604,200,496.256086
-126.133058,200,496.573235
-125.693585,200,496.909839
-1.387491,200,497.201669
-0.789467,200,497.462428
-125.017055,200,497.770109
