#{"t_start": 1699569896.4492388, "env_id": "Pendulum-v1"}
r,l,t
-994.020973,200,131.543701
-1014.072887,200,131.805
-1189.528346,200,132.079468
-1042.929238,200,132.389743
-914.78957,200,132.717865
-1163.686535,200,133.041963
-988.685451,200,139.096965
-999.556294,200,139.357655
-1012.0559,200,139.603281
-1158.032616,200,139.84118
-975.795696,200,140.078897
-1091.444101,200,140.315849
-883.371388,200,140.561913
-1050.818264,200,140.799618
-1242.494494,200,141.033929
-1166.543616,200,141.278897
-1188.450761,200,146.884161
-985.445062,200,147.162427
-1013.271845,200,147.427528
-767.964967,200,147.746482
-875.405276,200,148.095479
-1082.940122,200,148.356858
-905.720669,200,148.613525
-865.990564,200,148.902421
-985.016536,200,149.167767
-682.088888,200,149.40038
-949.8491,200,155.134485
-1157.203016,200,155.424292
-900.798918,200,155.670339
-1019.925161,200,155.926529
-1135.928742,200,156.199101
-1018.697002,200,156.443974
-1200.74506,200,156.675587
-798.4255,200,156.912455
-910.136583,200,157.16775
-891.401982,200,157.414088
-1128.048825,200,162.659759
-1046.870058,200,162.934974
-947.261232,200,163.176962
-891.864976,200,163.421771
-911.950969,200,163.654577
-1091.969882,200,163.885016
-770.629694,200,164.1176
-864.998919,200,164.410048
-1085.366512,200,164.711572
-892.980454,200,164.954039
-779.567879,200,165.210687
-987.781609,200,171.319079
-904.522422,200,171.664047
-1015.543171,200,171.94001
-1014.75999,200,172.184159
-910.902175,200,172.471427
-773.689008,200,172.748477
-901.907259,200,173.04022
-1036.949458,200,173.306422
-837.182204,200,173.549738
-1035.658895,200,173.810268
-912.082127,200,179.330683
-902.34784,200,179.595488
-816.206954,200,179.827873
-634.262061,200,180.072217
-628.788923,200,180.327141
-1028.370022,200,180.618254
-701.069418,200,180.872709
-750.038515,200,181.116471
-870.108867,200,181.364846
-888.278341,200,181.607191
-883.227269,200,187.321898
-903.570494,200,187.655208
-769.97931,200,187.900238
-822.298682,200,188.134632
-950.354475,200,188.376406
-981.37875,200,188.65038
-892.885043,200,188.924556
-737.973434,200,189.186856
-638.954891,200,189.429875
-976.774253,200,189.695604
-639.09687,200,195.369257
-510.63552,200,195.62607
-762.834775,200,195.858523
-880.809778,200,196.083688
-878.860724,200,196.334711
-782.801647,200,196.593134
-639.183139,200,196.843612
-831.39683,200,197.070891
-736.274274,200,197.35048
-619.284575,200,197.641516
-659.913685,200,197.893953
-633.233134,200,203.105768
-793.060173,200,203.36358
-633.806375,200,203.629925
-507.82875,200,203.864549
-517.974449,200,204.132503
-510.935354,200,204.367938
-625.603695,200,204.602856
-931.699591,200,204.848336
-767.552172,200,205.087233
-646.757188,200,205.337623
-637.657171,200,211.251265
-504.007745,200,211.5613
-639.34122,200,211.816383
-568.429257,200,212.116962
-779.601471,200,212.373901
-964.873286,200,212.6361
-624.287944,200,212.871367
-379.338655,200,213.153356
-527.447924,200,213.439006
-257.8943,200,213.676604
-519.633215,200,218.804561
-524.10705,200,219.098939
-257.204363,200,219.359335
-397.685826,200,219.60297
-380.746985,200,219.835813
-128.592166,200,220.080594
-511.252125,200,220.308718
-388.894285,200,220.545848
-637.168903,200,220.782306
-512.162947,200,221.010635
-255.105644,200,226.228985
-129.799992,200,226.54253
-524.535341,200,226.817878
-382.450167,200,227.130187
-2.153122,200,227.40825
-380.938484,200,227.658042
-524.358242,200,227.929624
-131.479332,200,228.173411
-384.767553,200,228.418264
-130.677575,200,228.670981
-421.626186,200,234.452616
-493.658804,200,234.743842
-617.106728,200,234.995578
-261.072694,200,235.250163
-392.209456,200,235.492146
-377.480032,200,235.760235
-392.360413,200,236.01774
-264.96935,200,236.266047
-125.65497,200,236.520894
-388.001647,200,236.765619
-129.525243,200,237.012886
-263.678366,200,242.388838
-127.499056,200,242.639778
-124.422177,200,242.866871
-132.353516,200,243.102998
-465.471108,200,243.330611
-124.893207,200,243.563405
-254.787759,200,243.818354
-258.786153,200,244.058826
-127.123479,200,244.296764
-396.472367,200,244.525932
-125.811081,200,250.235548
-245.355898,200,250.587715
-250.133876,200,250.889485
-547.450446,200,251.184494
-129.030278,200,251.478341
-3.984105,200,251.771439
-127.943172,200,252.013392
-125.86942,200,252.270758
-2.81789,200,252.525445
-251.386194,200,252.771314
-265.836502,200,258.146815
-4.202508,200,258.428792
-122.755839,200,258.70759
-3.273118,200,258.999574
-359.282004,200,259.283082
-264.542388,200,259.531557
-122.495012,200,259.803054
-119.956141,200,260.048331
-3.777222,200,260.305811
-245.334205,200,260.553938
-124.955842,200,265.867164
-243.704583,200,266.134708
-406.660959,200,266.376799
-247.209736,200,266.61218
-125.36185,200,266.841403
-252.017844,200,267.070194
-124.533654,200,267.302513
-261.103138,200,267.529498
-243.247906,200,267.763877
-125.965152,200,267.995478
-247.383049,200,268.268336
-316.057036,200,274.305616
-127.36109,200,274.601852
-1.498859,200,274.863378
-254.668686,200,275.118954
-2.484171,200,275.407382
-126.967486,200,275.659716
-127.060286,200,275.90081
-127.160101,200,276.180046
-470.32699,200,276.41539
-4.120811,200,276.654153
-124.05515,200,281.696733
-246.75219,200,281.957991
-125.678601,200,282.201787
-125.696878,200,282.437519
-127.854465,200,282.691485
-255.701694,200,282.932229
-120.214066,200,283.162915
-124.832501,200,283.399069
-371.073153,200,283.630101
-127.460342,200,283.858313
-125.288877,200,289.003819
-121.883921,200,289.316432
-121.078934,200,289.590291
-121.815577,200,289.844428
-124.320233,200,290.163779
-123.862067,200,290.433996
-1.392685,200,290.733868
-386.317073,200,291.030769
-251.663541,200,291.334784
-255.582718,200,291.60844
-127.264309,200,297.350264
-2.629614,200,297.665659
-256.482401,200,297.939999
-248.124542,200,298.239172
-130.437812,200,298.538414
-123.102131,200,298.797072
-126.624001,200,299.045346
-128.895301,200,299.369903
-775.30647,200,299.647225
-124.184434,200,299.892703
-2.116052,200,300.131233
-1.496248,200,305.470348
-126.940195,200,305.766735
-280.392889,200,306.014652
-124.016721,200,306.275036
-120.661063,200,306.515508
-1.188184,200,306.761652
-295.816659,200,307.005849
-249.313842,200,307.245541
-0.960066,200,307.488505
-261.866605,200,307.736039
-126.58801,200,313.800978
-248.741297,200,314.137567
-260.168367,200,314.434844
-259.274612,200,314.704693
-126.367871,200,315.011178
-123.875171,200,315.272036
-237.406734,200,315.531755
-126.479113,200,315.813657
-273.107808,200,316.055473
-125.472397,200,316.300888
-126.964143,200,322.07025
-126.793897,200,322.353806
-1.195403,200,322.606048
-2.06738,200,322.836108
-290.067284,200,323.068613
-0.785146,200,323.309739
-0.620689,200,323.560572
-129.662964,200,323.829748
-123.939035,200,324.091313
-128.159898,200,324.366738
-126.501833,200,329.937864
-127.753822,200,330.262941
-124.626764,200,330.683494
-248.42874,200,330.977906
-362.308898,200,331.235022
-0.834835,200,331.484618
-124.535177,200,331.724497
-126.46331,200,332.002444
-124.522906,200,332.277924
-266.286255,200,332.528412
-118.693805,200,332.767087
-232.967534,200,338.341331
-249.521663,200,338.689412
-125.399652,200,339.008675
-371.463375,200,339.305336
-255.233039,200,339.599912
-236.728388,200,339.883279
-252.766459,200,340.140387
-421.108023,200,340.400044
-354.802943,200,340.652989
-123.896105,200,340.938435
-393.519612,200,346.507843
-258.051546,200,346.786067
-124.896545,200,347.035163
-2.340196,200,347.291419
-250.967123,200,347.57503
-126.906256,200,347.800657
-119.374105,200,348.059743
-265.065074,200,348.287549
-126.415968,200,348.531839
-2.798046,200,348.759626
-125.857703,200,354.884375
-126.165836,200,355.145205
-265.962009,200,355.382859
-125.954744,200,355.640164
-125.658527,200,355.891306
-128.25416,200,356.202736
-125.686636,200,356.450168
-237.584793,200,356.699114
-1.045217,200,356.946137
-248.51662,200,357.181524
-123.041185,200,362.46677
-316.929373,200,362.74569
-123.178278,200,363.01094
-128.304561,200,363.266369
-124.271155,200,363.499939
-236.709051,200,363.736073
-123.548844,200,363.984496
-123.384287,200,364.255441
-0.951346,200,364.543399
-128.606623,200,364.773813
-286.796234,200,365.005547
-128.707273,200,370.271648
-243.912112,200,370.573425
-125.178278,200,370.846169
-124.187245,200,371.090405
-254.23599,200,371.353568
-1.499053,200,371.602612
-243.094354,200,371.860348
-125.970078,200,372.108624
-253.334746,200,372.350451
-4.08126,200,372.60286
-1.028917,200,378.576501
-125.85917,200,378.852951
-125.935194,200,379.135873
-238.286794,200,379.371243
-125.884981,200,379.618516
-244.498841,200,379.867089
-125.192288,200,380.100239
-122.823454,200,380.348954
-127.595387,200,380.640373
-129.772204,200,380.890485
-2.356144,200,386.724698
-263.804611,200,387.016009
-238.134977,200,387.257539
-126.18806,200,387.496549
-127.300139,200,387.735522
-126.016478,200,387.96857
-1.881734,200,388.194331
-124.653986,200,388.493809
-238.443703,200,388.722193
-126.060719,200,388.961745
-275.743397,200,395.186191
-134.285342,200,395.497223
-260.269724,200,395.776104
-125.610984,200,396.05722
-237.928554,200,396.303145
-0.854591,200,396.551456
-247.393322,200,396.799536
-0.915649,200,397.066681
-1.874788,200,397.309893
-249.795638,200,397.546375
-416.014509,200,397.778589
-125.211853,200,403.092841
-123.417706,200,403.370129
-240.539089,200,403.629602
-126.212346,200,403.873556
-126.153632,200,404.115755
-255.890433,200,404.359155
-242.985315,200,404.635231
-124.009536,200,404.897591
-0.708687,200,405.154471
-247.115021,200,405.39304
-0.516531,200,410.607252
-0.506305,200,410.917937
-126.245012,200,411.173175
-4.276856,200,411.443649
-125.120053,200,411.722387
-383.854197,200,411.990126
-256.207994,200,412.259468
-126.020771,200,412.505851
-123.102851,200,412.77745
-119.748467,200,413.072939
-129.520376,200,418.721824
-0.900682,200,419.033643
-244.043399,200,419.287888
-1.17709,200,419.536548
-126.37769,200,419.857804
-355.53872,200,420.200421
-253.234583,200,420.514262
-244.997969,200,420.758706
-124.044038,200,421.068154
-238.886901,200,421.384123
-123.807352,200,427.383832
-124.898838,200,427.713099
-2.232775,200,427.973368
-242.490418,200,428.226081
-254.167714,200,428.504385
-0.839452,200,428.782234
-256.446901,200,429.086596
-366.180815,200,429.345389
-1.314586,200,429.602978
-120.101059,200,429.863568
-123.626676,200,436.049612
-124.727433,200,436.33176
-121.940974,200,436.614822
-122.080713,200,436.890903
-1.209634,200,437.200036
-122.453116,200,437.451392
-239.351715,200,437.701025
-123.079488,200,437.958524
-117.593273,200,438.268123
-124.832274,200,438.54099
-253.255504,200,438.804391
-122.361507,200,444.95553
-127.485288,200,445.264852
-360.700366,200,445.534271
-127.533257,200,445.781446
-245.771684,200,446.029521
-117.473173,200,446.307173
-0.822855,200,446.614934
-240.71345,200,446.929019
-243.15909,200,447.216719
-234.723271,200,447.501897
-127.868535,200,453.33281
-245.895868,200,453.666581
-2.611081,200,454.009989
-127.429635,200,454.338987
-124.81472,200,454.659414
-371.095277,200,454.928477
-246.593086,200,455.181657
-0.847517,200,455.454926
-237.1368,200,455.722131
-121.088727,200,455.974375
-127.046134,200,462.193731
-239.422187,200,462.507103
-119.159393,200,462.838297
-235.910019,200,463.141688
-248.432955,200,463.431165
-125.914873,200,463.687145
-125.963663,200,463.946074
-125.192373,200,464.178212
-258.475025,200,464.409941
-125.717738,200,464.646826
-253.004997,200,470.008464
-0.661757,200,470.316457
-248.85748,200,470.601304
-251.692199,200,470.848782
-125.162402,200,471.108374
-122.035268,200,471.356499
-243.641593,200,471.607476
-129.210228,200,471.858552
-121.060793,200,472.105825
-125.414741,200,472.354686
-125.45644,200,472.61596
-393.240412,200,478.980983
-254.782778,200,479.288531
-127.26794,200,479.607568
-233.427306,200,479.851978
-124.306733,200,480.104893
-239.224033,200,480.341588
-388.694235,200,480.597303
-122.80998,200,480.834602
-254.823058,200,481.073785
-127.137693,200,481.30421
-246.333051,200,486.775211
-259.383421,200,487.06108
-253.6199,200,487.348562
-129.278235,200,487.653114
-374.411164,200,487.944627
-0.559272,200,488.217429
-249.474226,200,488.47436
-246.435241,200,488.713644
-124.076743,200,488.969421
-125.444698,200,489.209902
-353.282592,200,495.078837
-243.93243,200,495.39074
-253.923061,200,495.686754
-124.673221,200,495.963455
-127.419099,200,496.253923
-123.256085,200,496.571105
-249.311872,200,496.90774
-132.249133,200,497.199503
-238.188033,200,497.460362
-247.249622,200,497.767961
